"","CustomerID","freq","Total_Sales","Total_Quantity","Country","Classification"
"2271",15437,45,200.16,79,"United Kingdom","Lead"
"1206",13980,11,200.14,172,"United Kingdom","Lead"
"1789",14782,6,200.1,114,"United Kingdom","Lead"
"1021",13723,6,199.85,43,"United Kingdom","Lead"
"2386",15593,5,199.8,60,"United Kingdom","Lead"
"737",13322,25,199.48,117,"United Kingdom","Lead"
"3679",17383,51,199.29,150,"United Kingdom","Lead"
"3294",16832,12,199.15,33,"United Kingdom","Lead"
"4125",17987,13,198.57,261,"United Kingdom","Lead"
"2814",16178,8,197.9,94,"United Kingdom","Lead"
"86",12450,8,197.88,128,"Spain","Lead"
"188",12581,15,197.71,161,"Germany","Lead"
"1355",14185,3,197.65,6,"United Kingdom","Lead"
"1793",14789,6,197.64,116,"United Kingdom","Lead"
"3292",16829,11,197.22,99,"United Kingdom","Lead"
"1823",14830,40,197.13,169,"United Kingdom","Lead"
"2119",15234,14,197,196,"United Kingdom","Lead"
"193",12586,11,196.94,79,"Italy","Lead"
"817",13436,12,196.89,76,"United Kingdom","Lead"
"2501",15746,28,196.88,178,"United Kingdom","Lead"
"1204",13978,15,196.79,315,"United Kingdom","Lead"
"3620",17301,65,196.38,148,"United Kingdom","Lead"
"3884",17660,45,196,130,"United Kingdom","Lead"
"2762",16112,16,195.74,574,"United Kingdom","Lead"
"1070",13792,13,195.55,92,"United Kingdom","Lead"
"3420",17010,11,195.36,118,"United Kingdom","Lead"
"1707",14666,14,195.25,161,"United Kingdom","Lead"
"2403",15612,6,195.15,52,"United Kingdom","Lead"
"1294",14100,26,194.9,64,"United Kingdom","Lead"
"3332",16887,37,194.88,157,"United Kingdom","Lead"
"1285",14087,69,194.42,251,"United Kingdom","Lead"
"3749",17475,14,194.37,178,"United Kingdom","Lead"
"2457",15683,10,193.75,131,"United Kingdom","Lead"
"2091",15198,10,193.64,120,"United Kingdom","Lead"
"3646",17343,17,193.64,56,"United Kingdom","Lead"
"3306",16847,12,193.44,78,"United Kingdom","Lead"
"3843",17608,59,193.42,232,"United Kingdom","Lead"
"1807",14806,11,193.39,330,"United Kingdom","Lead"
"1803",14801,59,193.14,175,"United Kingdom","Lead"
"1098",13828,14,192.89,307,"United Kingdom","Lead"
"142",12522,12,192.72,194,"Germany","Lead"
"356",12791,2,192.6,97,"Netherlands","Lead"
"1780",14768,5,192.6,52,"United Kingdom","Lead"
"2621",15909,7,191.94,98,"United Kingdom","Lead"
"4063",17904,38,191.67,63,"United Kingdom","Lead"
"3674",17376,23,191.4,82,"United Kingdom","Lead"
"1917",14966,38,191.32,187,"United Kingdom","Lead"
"2462",15692,12,191.04,138,"United Kingdom","Lead"
"3575",17233,25,190.88,131,"United Kingdom","Lead"
"525",13033,11,190.55,83,"United Kingdom","Lead"
"2252",15412,10,190.53,108,"United Kingdom","Lead"
"1199",13972,15,190.25,187,"United Kingdom","Lead"
"15",12361,10,189.9,91,"Belgium","Lead"
"1096",13826,10,189.5,82,"United Kingdom","Lead"
"979",13663,13,189.47,91,"United Kingdom","Lead"
"4163",18045,47,189.4,142,"United Kingdom","Lead"
"3012",16448,20,188.89,78,"United Kingdom","Lead"
"1727",14697,22,188.61,181,"United Kingdom","Lead"
"429",12893,34,188.14,96,"United Kingdom","Lead"
"3975",17781,12,188.02,34,"United Kingdom","Lead"
"1747",14722,29,187.92,120,"United Kingdom","Lead"
"3606",17279,9,187.83,48,"United Kingdom","Lead"
"4046",17885,63,187.64,166,"United Kingdom","Lead"
"4141",18013,31,187.29,285,"United Kingdom","Lead"
"3723",17440,5,186.42,246,"United Kingdom","Lead"
"985",13672,6,186.39,57,"United Kingdom","Lead"
"1626",14551,10,186.23,106,"United Kingdom","Lead"
"2367",15567,7,186.01,223,"United Kingdom","Lead"
"240",12641,10,185.9,72,"Sweden","Lead"
"3820",17574,8,185.65,77,"United Kingdom","Lead"
"1364",14199,2,185.4,28,"United Kingdom","Lead"
"2749",16097,10,185.05,87,"United Kingdom","Lead"
"847",13482,11,184.64,116,"United Kingdom","Lead"
"3543",17187,9,184.45,138,"United Kingdom","Lead"
"3901",17680,11,184.4,96,"United Kingdom","Lead"
"3002",16433,17,184.26,106,"United Kingdom","Lead"
"2037",15124,15,184.19,233,"United Kingdom","Lead"
"1453",14326,8,183.85,103,"United Kingdom","Lead"
"3175",16680,10,183.7,94,"United Kingdom","Lead"
"1266",14059,8,183.6,128,"United Kingdom","Lead"
"831",13460,17,183.44,286,"United Kingdom","Lead"
"542",13059,8,183.4,35,"United Kingdom","Lead"
"913",13568,43,182.9,69,"United Kingdom","Lead"
"1297",14104,20,182.31,70,"United Kingdom","Lead"
"4216",18119,30,181.12,125,"United Kingdom","Lead"
"2606",15886,12,181.09,147,"United Kingdom","Lead"
"3113",16594,53,181.09,64,"United Kingdom","Lead"
"2643",15945,2,181,52,"United Kingdom","Lead"
"2166",15292,25,180.94,56,"United Kingdom","Lead"
"3297",16835,10,180.85,61,"United Kingdom","Lead"
"4335",18280,10,180.6,45,"United Kingdom","Lead"
"1010",13710,8,180.48,176,"United Kingdom","Lead"
"1967",15041,67,180.35,104,"United Kingdom","Lead"
"935",13598,40,180.17,58,"United Kingdom","Lead"
"225",12622,11,180.1,69,"Germany","Lead"
"4236",18147,7,179.34,203,"United Kingdom","Lead"
"2611",15895,11,179.17,94,"United Kingdom","Lead"
"2284",15454,25,179.1,86,"United Kingdom","Lead"
"1735",14705,1,179,100,"United Kingdom","Lead"
"3409",16990,1,179,100,"United Kingdom","Lead"
"2048",15139,13,178.96,208,"United Kingdom","Lead"
"3133",16620,9,178.96,88,"United Kingdom","Lead"
"2143",15262,10,178.95,73,"United Kingdom","Lead"
"1061",13778,9,178.7,70,"United Kingdom","Lead"
"4041",17879,6,178.52,45,"United Kingdom","Lead"
"3591",17253,18,178.26,43,"United Kingdom","Lead"
"3657",17356,19,178.22,166,"United Kingdom","Lead"
"4337",18282,12,178.05,103,"United Kingdom","Lead"
"2978",16403,10,177.5,114,"United Kingdom","Lead"
"948",13618,13,177.34,246,"United Kingdom","Lead"
"221",12618,11,177.31,96,"Italy","Lead"
"553",13072,7,177.15,69,"United Kingdom","Lead"
"448",12923,29,176.97,69,"United Kingdom","Lead"
"4093",17947,9,176.68,168,"United Kingdom","Lead"
"1427",14287,9,176.63,261,"United Kingdom","Lead"
"3970",17772,51,176.57,56,"United Kingdom","Lead"
"130",12509,7,176.5,55,"France","Lead"
"4331",18274,11,175.92,88,"United Kingdom","Lead"
"3826",17582,29,175.27,123,"United Kingdom","Lead"
"2788",16144,1,175.2,16,"United Kingdom","Lead"
"3638",17331,1,175.2,16,"United Kingdom","Lead"
"4139",18010,14,174.8,60,"United Kingdom","Lead"
"1477",14355,11,174.4,92,"United Kingdom","Lead"
"906",13560,33,174.37,64,"United Kingdom","Lead"
"1598",14518,16,174.37,278,"United Kingdom","Lead"
"2197",15335,36,173.97,80,"United Kingdom","Lead"
"4334",18278,9,173.9,66,"United Kingdom","Lead"
"3316",16861,6,173.76,140,"United Kingdom","Lead"
"1800",14798,12,173.74,150,"United Kingdom","Lead"
"3094",16565,3,173.7,46,"United Kingdom","Lead"
"78",12441,11,173.55,121,"France","Lead"
"1282",14082,28,173.4,107,"United Kingdom","Lead"
"2366",15565,8,173.16,60,"United Kingdom","Lead"
"2446",15670,12,173.05,91,"United Kingdom","Lead"
"1725",14693,8,172.9,34,"United Kingdom","Lead"
"4164",18048,7,172.29,127,"United Kingdom","Lead"
"996",13690,9,172.25,67,"United Kingdom","Lead"
"1162",13922,7,172.25,93,"United Kingdom","Lead"
"79",12442,12,172.06,182,"Spain","Lead"
"1612",14536,19,171.8,40,"United Kingdom","Lead"
"3249",16773,26,171.59,171,"United Kingdom","Lead"
"3585",17245,9,171.45,75,"United Kingdom","Lead"
"2266",15432,10,171.19,65,"United Kingdom","Lead"
"3798",17542,25,170.75,134,"United Kingdom","Lead"
"1842",14860,11,170.32,232,"United Kingdom","Lead"
"4169",18058,3,170.16,88,"United Kingdom","Lead"
"1946",15016,20,170.04,76,"United Kingdom","Lead"
"3358",16921,60,169.79,171,"United Kingdom","Lead"
"1194",13962,11,169.55,87,"United Kingdom","Lead"
"1378",14218,12,169.48,160,"United Kingdom","Lead"
"4134",18004,40,169.47,78,"United Kingdom","Lead"
"20",12367,11,168.9,173,"Denmark","Lead"
"1644",14578,24,168.63,240,"United Kingdom","Lead"
"4327",18269,7,168.6,76,"United Kingdom","Lead"
"3666",17367,34,168.4,150,"United Kingdom","Lead"
"4201",18099,19,168.31,149,"United Kingdom","Lead"
"2607",15888,12,168.31,76,"United Kingdom","Lead"
"2891",16282,11,168.3,114,"United Kingdom","Lead"
"3946",17737,10,168.24,108,"United Kingdom","Lead"
"2671",15986,14,168.12,268,"United Kingdom","Lead"
"164",12551,10,168,100,"Spain","Lead"
"2225",15374,3,168,126,"United Kingdom","Lead"
"4194",18088,39,167.67,109,"United Kingdom","Lead"
"3811",17561,46,167.62,146,"United Kingdom","Lead"
"3381",16952,16,167.61,92,"United Kingdom","Lead"
"2980",16405,5,167.25,187,"United Kingdom","Lead"
"4142",18014,32,166.42,68,"United Kingdom","Lead"
"1434",14295,5,166.2,84,"United Kingdom","Lead"
"3875",17650,8,166.08,150,"United Kingdom","Lead"
"371",12817,4,166.04,53,"Austria","Lead"
"1571",14485,47,165.75,71,"United Kingdom","Lead"
"1627",14552,58,165.07,91,"United Kingdom","Lead"
"4160",18042,7,165.05,33,"United Kingdom","Lead"
"838",13470,10,165,100,"United Kingdom","Lead"
"2183",15316,1,165,100,"United Kingdom","Lead"
"2618",15904,30,164.68,84,"United Kingdom","Lead"
"3793",17535,13,164.4,136,"United Kingdom","Lead"
"940",13603,27,164.34,164,"United Kingdom","Lead"
"4275",18200,32,163.8,111,"United Kingdom","Lead"
"1476",14354,9,163.62,210,"United Kingdom","Lead"
"3492",17110,12,163.3,50,"United Kingdom","Lead"
"661",13223,5,163.2,88,"United Kingdom","Lead"
"2981",16406,63,163.07,123,"United Kingdom","Lead"
"2070",15167,41,163,67,"United Kingdom","Lead"
"3062",16517,17,162.7,96,"United Kingdom","Lead"
"2492",15733,10,162.3,62,"United Kingdom","Lead"
"2189",15325,49,162.29,232,"United Kingdom","Lead"
"3367",16932,53,161.94,87,"United Kingdom","Lead"
"3838",17600,13,161.67,144,"United Kingdom","Lead"
"2287",15458,7,161.64,156,"United Kingdom","Lead"
"2763",16113,30,161.38,176,"United Kingdom","Lead"
"1482",14362,41,161.2,100,"United Kingdom","Lead"
"1366",14204,44,161.03,82,"United Kingdom","Lead"
"1394",14237,9,161,38,"United Kingdom","Lead"
"1287",14089,14,161,134,"United Kingdom","Lead"
"667",13229,10,160.95,63,"United Kingdom","Lead"
"2581",15852,22,160.71,48,"United Kingdom","Lead"
"3647",17344,32,160.57,66,"United Kingdom","Lead"
"181",12573,28,160.54,84,"France","Lead"
"4277",18203,19,160.42,43,"United Kingdom","Lead"
"4235",18146,10,160.35,153,"United Kingdom","Lead"
"1742",14714,10,160.19,229,"United Kingdom","Lead"
"478",12966,10,160.18,75,"United Kingdom","Lead"
"805",13420,8,159.85,101,"United Kingdom","Lead"
"2628",15920,58,159.85,96,"United Kingdom","Lead"
"2843",16213,6,159,48,"United Kingdom","Lead"
"4294",18224,10,158.95,69,"United Kingdom","Lead"
"1176",13937,9,158.85,123,"United Kingdom","Lead"
"3529",17165,10,158.68,100,"United Kingdom","Lead"
"3352",16914,37,158.46,81,"United Kingdom","Lead"
"2066",15160,4,158.16,84,"United Kingdom","Lead"
"2206",15348,9,158.04,84,"United Kingdom","Lead"
"2673",15988,27,158.03,181,"United Kingdom","Lead"
"3808",17556,6,157.9,101,"United Kingdom","Lead"
"1801",14799,13,157.7,146,"United Kingdom","Lead"
"1329",14148,3,157.2,16,"United Kingdom","Lead"
"3505",17128,14,157.09,76,"United Kingdom","Lead"
"1649",14585,29,157.05,91,"United Kingdom","Lead"
"3497",17118,10,157.02,154,"United Kingdom","Lead"
"1941",15007,12,156.91,69,"United Kingdom","Lead"
"1508",14406,8,156.75,77,"United Kingdom","Lead"
"2272",15438,25,156.58,59,"United Kingdom","Lead"
"2144",15263,12,156.51,89,"United Kingdom","Lead"
"1151",13898,12,155.93,133,"United Kingdom","Lead"
"4036",17871,10,155.9,182,"United Kingdom","Lead"
"4060",17899,32,155.8,171,"United Kingdom","Lead"
"1810",14813,30,155.43,67,"United Kingdom","Lead"
"4006",17832,61,155.37,208,"United Kingdom","Lead"
"321",12738,11,155.35,148,"Germany","Lead"
"3205",16720,27,155.24,182,"United Kingdom","Lead"
"2278",15447,9,155.17,85,"United Kingdom","Lead"
"1082",13809,12,155.05,29,"Cyprus","Lead"
"1485",14368,8,155,36,"United Kingdom","Lead"
"1254",14046,14,154.99,460,"United Kingdom","Lead"
"3914",17698,8,154.95,93,"United Kingdom","Lead"
"2497",15740,9,154.88,152,"United Kingdom","Lead"
"3430",17026,4,154.83,97,"United Kingdom","Lead"
"2114",15226,8,154.41,71,"United Kingdom","Lead"
"3779",17517,11,153.94,102,"United Kingdom","Lead"
"3609",17286,45,153.92,118,"United Kingdom","Lead"
"2937",16351,8,153.9,90,"United Kingdom","Lead"
"208",12602,12,153.12,162,"France","Lead"
"3927",17714,10,153,92,"United Kingdom","Lead"
"2869",16248,7,152.94,78,"United Kingdom","Lead"
"4122",17984,48,152.68,98,"United Kingdom","Lead"
"4229",18138,8,152.65,38,"United Kingdom","Lead"
"1270",14066,7,152.55,45,"United Kingdom","Lead"
"3922",17707,5,152.4,144,"United Kingdom","Lead"
"876",13514,4,152.2,40,"United Kingdom","Lead"
"1249",14039,6,152.2,92,"United Kingdom","Lead"
"4059",17898,28,152.06,190,"United Kingdom","Lead"
"3130",16617,5,151.85,91,"United Kingdom","Lead"
"2985",16412,35,151.83,73,"United Kingdom","Lead"
"1369",14208,10,151.74,114,"United Kingdom","Lead"
"833",13462,9,151.5,62,"United Kingdom","Lead"
"3022",16461,33,151.42,49,"United Kingdom","Lead"
"1000",13697,12,151.3,177,"United Kingdom","Lead"
"2924",16337,10,151.05,87,"United Kingdom","Lead"
"1274",14073,13,151.04,130,"United Kingdom","Lead"
"2480",15717,7,150.3,70,"United Kingdom","Lead"
"3576",17234,14,149.89,55,"United Kingdom","Lead"
"2596",15869,15,149.64,175,"United Kingdom","Lead"
"4092",17946,20,149.58,75,"United Kingdom","Lead"
"4323",18262,13,149.48,182,"United Kingdom","Lead"
"2503",15748,21,149.31,51,"United Kingdom","Lead"
"2269",15435,29,149.29,54,"United Kingdom","Lead"
"504",13003,6,149.05,103,"United Kingdom","Lead"
"3801",17549,6,148.86,210,"United Kingdom","Lead"
"2337",15526,4,148.44,24,"United Kingdom","Lead"
"4025",17859,25,148.21,127,"United Kingdom","Lead"
"1919",14968,37,147.59,127,"United Kingdom","Lead"
"1292",14098,21,147.35,104,"United Kingdom","Lead"
"1247",14037,28,147.2,46,"United Kingdom","Lead"
"407",12864,3,147.12,216,"United Kingdom","Lead"
"2317",15503,70,147.09,74,"United Kingdom","Lead"
"3433",17030,11,146.87,146,"United Kingdom","Lead"
"1395",14238,8,146.85,111,"United Kingdom","Lead"
"175",12565,9,145.92,80,"Saudi Arabia","Lead"
"4085",17935,29,145.79,82,"United Kingdom","Lead"
"1123",13866,7,145.67,57,"United Kingdom","Lead"
"2637",15937,7,145.35,73,"United Kingdom","Lead"
"3117",16598,10,145.05,73,"United Kingdom","Lead"
"3785",17524,6,145,90,"United Kingdom","Lead"
"3311",16852,9,144.91,56,"United Kingdom","Lead"
"483",12974,8,144.8,24,"United Kingdom","Lead"
"1301",14109,9,144.2,88,"United Kingdom","Lead"
"194",12587,4,144,51,"Finland","Lead"
"3542",17186,2,144,200,"United Kingdom","Lead"
"3822",17578,5,143.46,138,"United Kingdom","Lead"
"2471",15705,6,143.1,62,"United Kingdom","Lead"
"2894",16287,8,142.5,298,"United Kingdom","Lead"
"718",13299,5,142.5,30,"United Kingdom","Lead"
"1495",14386,7,142.4,54,"United Kingdom","Lead"
"907",13561,14,141.86,83,"United Kingdom","Lead"
"1251",14041,21,141.41,94,"United Kingdom","Lead"
"2234",15388,10,140.54,88,"Canada","Lead"
"848",13483,10,140.34,160,"United Kingdom","Lead"
"1577",14494,7,139.56,92,"United Kingdom","Lead"
"3039",16483,19,139.35,44,"United Kingdom","Lead"
"3930",17718,6,139.35,83,"United Kingdom","Lead"
"1783",14772,9,139.26,82,"United Kingdom","Lead"
"4280",18209,8,139.1,58,"United Kingdom","Lead"
"2046",15135,9,139.05,43,"United Kingdom","Lead"
"701",13273,16,138.98,153,"United Kingdom","Lead"
"433",12902,10,138.68,66,"United Kingdom","Lead"
"1645",14581,17,138.6,217,"United Kingdom","Lead"
"3500",17122,7,138.32,80,"United Kingdom","Lead"
"1014",13716,21,138.28,138,"United Kingdom","Lead"
"2440",15663,9,138.14,106,"United Kingdom","Lead"
"132",12512,34,138.03,99,"Israel","Lead"
"2719",16050,10,137.9,278,"United Kingdom","Lead"
"705",13279,9,137.75,73,"United Kingdom","Lead"
"3924",17709,7,137.45,17,"United Kingdom","Lead"
"445",12920,26,137.38,126,"United Kingdom","Lead"
"2570",15836,10,137.37,26,"United Kingdom","Lead"
"1569",14483,9,137.1,97,"United Kingdom","Lead"
"3745",17468,5,137,116,"United Kingdom","Lead"
"2461",15691,2,136.8,72,"United Kingdom","Lead"
"1403",14247,20,136.77,47,"United Kingdom","Lead"
"4113",17972,31,136.04,37,"United Kingdom","Lead"
"3023",16462,3,136,16,"United Kingdom","Lead"
"480",12968,5,135.95,73,"United Kingdom","Lead"
"1968",15042,5,135.93,30,"United Kingdom","Lead"
"1864",14889,10,135.9,90,"United Kingdom","Lead"
"2257",15419,8,135.86,230,"United Kingdom","Lead"
"2074",15174,11,135.75,145,"United Kingdom","Lead"
"2764",16114,8,135.75,43,"United Kingdom","Lead"
"3163",16665,9,135.4,59,"United Kingdom","Lead"
"2155",15276,52,135.31,64,"United Kingdom","Lead"
"399",12851,50,135.18,109,"United Kingdom","Lead"
"769",13364,10,134.96,71,"United Kingdom","Lead"
"2723",16055,8,134.8,22,"United Kingdom","Lead"
"1464",14340,6,134.7,58,"United Kingdom","Lead"
"2364",15562,1,134.55,39,"United Kingdom","Lead"
"1347",14174,26,134.46,94,"United Kingdom","Lead"
"388",12837,12,134.1,24,"United Kingdom","Lead"
"1422",14280,8,134.04,52,"United Kingdom","Lead"
"2994",16424,5,133.56,88,"United Kingdom","Lead"
"1471",14349,31,133.5,86,"United Kingdom","Lead"
"81",12445,4,133.4,62,"Spain","Lead"
"4043",17881,8,133.35,32,"United Kingdom","Lead"
"2475",15709,6,133.25,121,"United Kingdom","Lead"
"3872",17647,7,133.06,30,"United Kingdom","Lead"
"3336",16893,43,133.03,60,"United Kingdom","Lead"
"925",13584,23,132.45,36,"United Kingdom","Lead"
"3977",17785,13,131.94,67,"United Kingdom","Lead"
"1534",14438,9,131.9,82,"United Kingdom","Lead"
"3617",17297,51,131.78,67,"United Kingdom","Lead"
"3734",17455,8,131.7,66,"United Kingdom","Lead"
"1798",14795,6,131.45,17,"United Kingdom","Lead"
"2577",15844,11,130.74,134,"United Kingdom","Lead"
"3174",16679,3,129.75,29,"United Kingdom","Lead"
"3125",16611,10,129.49,47,"United Kingdom","Lead"
"3135",16623,5,129.45,39,"United Kingdom","Lead"
"3291",16828,8,128.5,59,"United Kingdom","Lead"
"2350",15543,28,127.86,86,"United Kingdom","Lead"
"3660",17359,15,127.86,161,"United Kingdom","Lead"
"1063",13781,17,127.84,30,"United Kingdom","Lead"
"2377",15578,13,127.1,52,"United Kingdom","Lead"
"2631",15923,21,127.08,122,"United Kingdom","Lead"
"1913",14962,5,126.7,44,"United Kingdom","Lead"
"2987",16414,7,126.25,27,"United Kingdom","Lead"
"2290",15463,7,126.14,106,"United Kingdom","Lead"
"3407",16988,7,126.12,43,"United Kingdom","Lead"
"368",12814,2,125.92,49,"Poland","Lead"
"884",13522,5,125.8,44,"United Kingdom","Lead"
"1843",14861,6,125.79,117,"United Kingdom","Lead"
"1865",14890,7,125.65,51,"United Kingdom","Lead"
"1947",15017,20,125.58,63,"United Kingdom","Lead"
"149",12531,17,125.22,45,"Germany","Lead"
"3517",17148,9,124.88,82,"United Kingdom","Lead"
"3308",16849,8,124.57,33,"United Kingdom","Lead"
"3097",16569,5,124.2,93,"United Kingdom","Lead"
"1578",14495,6,123.8,62,"United Kingdom","Lead"
"3160",16658,8,123.24,40,"United Kingdom","Lead"
"2625",15917,12,123.1,42,"United Kingdom","Lead"
"4109",17967,48,123.07,80,"United Kingdom","Lead"
"881",13519,8,122.75,23,"United Kingdom","Lead"
"1515",14413,23,122.7,68,"United Kingdom","Lead"
"1132",13876,7,122.7,36,"United Kingdom","Lead"
"961",13638,8,122.64,93,"United Kingdom","Lead"
"1343",14165,25,122.54,54,"United Kingdom","Lead"
"1276",14076,46,122.47,81,"United Kingdom","Lead"
"2734",16073,1,122.4,48,"United Kingdom","Lead"
"4146",18018,29,122.14,55,"United Kingdom","Lead"
"678",13244,27,121.74,38,"United Kingdom","Lead"
"633",13182,11,121.18,201,"United Kingdom","Lead"
"1975",15049,3,121.17,63,"United Kingdom","Lead"
"2325",15512,7,121,68,"United Kingdom","Lead"
"503",13002,7,120.95,73,"United Kingdom","Lead"
"3727",17446,9,120.9,198,"United Kingdom","Lead"
"4143",18015,46,120.03,157,"United Kingdom","Lead"
"1410",14259,5,120,68,"United Kingdom","Lead"
"1447",14314,8,120,296,"United Kingdom","Lead"
"1547",14453,22,119.93,49,"United Kingdom","Lead"
"3078",16542,5,119.62,46,"United Kingdom","Lead"
"2147",15266,6,119.3,18,"United Kingdom","Lead"
"3164",16666,32,118.98,233,"United Kingdom","Lead"
"2576",15843,8,118.95,27,"United Kingdom","Lead"
"3470",17079,2,118.8,24,"United Kingdom","Lead"
"1334",14155,6,118.75,25,"United Kingdom","Lead"
"923",13581,10,118,30,"United Kingdom","Lead"
"642",13193,29,117.88,50,"United Kingdom","Lead"
"452",12929,8,117.85,37,"United Kingdom","Lead"
"3879",17654,22,117.55,41,"United Kingdom","Lead"
"3387",16959,7,117.35,49,"United Kingdom","Lead"
